x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,y,y_1,y_2,y_3,y_4
27,229.0,104.0,9.0,0.0,0.0,0.5,0.547722,2.83333,2.04124,19.7778,16.3333,26.1111,16.8889,-10.3333,19.0,-8.66667,26.1111,0.375532,-2.15064,6,0.0,6.0,1.0,6.0
28,199.0,144.0,9.0,0.0,0.0,0.333333,0.516398,0.333333,0.365148,0.444444,0.111111,1.11111,0.111111,-1.0,2.0,-1.0,1.11111,0.740741,-2.0944,6,6.0,0.0,3.0,6.0
29,137.0,190.0,9.0,0.0,0.0,2.05556,0.742868,2.27778,1.40502,60.4444,53.4444,75.5556,52.3333,-21.0,45.3333,-24.3333,75.5556,0.308799,-2.04362,4,2.0,0.0,4.0,0.0
30,78.0,99.0,9.0,0.0,0.0,1.61111,8.01852,3.05556,14.7741,4.14815,1.11111,9.0,2.33333,-9.11111,14.5556,-5.44444,9.0,0.9109,-2.25567,2,5.0,2.0,2.0,2.0
31,44.0,50.0,9.0,0.0,0.0,1.16667,0.960323,1.05556,0.389682,65.1111,57.3333,80.3333,57.6667,-23.3333,45.6667,-22.3333,80.3333,0.290165,-2.10778,1,1.0,1.0,1.0,1.0
32,9.0,130.0,9.0,0.0,0.0,0.0555556,0.0185185,2.61111,6.24075,1.74074,1.0,3.22222,1.0,-2.22222,4.44444,-2.22222,3.22222,0.550926,-2.0944,6,6.0,3.0,6.0,6.0
33,159.0,210.0,9.0,0.0,0.0,1.5,1.36667,1.55556,2.16296,12.963,9.44444,12.0,17.4444,-10.5556,-2.88889,13.4444,17.4444,0.460437,2.42875,3,3.0,3.0,6.0,1.0
34,49.0,116.0,9.0,0.0,0.0,1.33333,0.311111,2.11111,1.31852,3.0,0.888889,6.0,2.11111,-6.33333,9.0,-2.66667,6.0,0.875529,-2.31301,2,3.0,1.0,5.0,6.0
35,77.0,135.0,9.0,0.0,0.0,2.94444,1.97109,1.77778,0.958394,47.3704,41.0,60.6667,40.4444,-19.1111,39.8889,-20.7778,60.6667,0.33466,-2.06346,1,5.0,3.0,5.0,1.0
36,10.0,112.0,9.0,0.0,0.0,0.333333,0.421637,0.5,0.182574,0.444444,0.0,1.22222,0.111111,-1.33333,2.33333,-1.0,1.22222,0.666667,-2.15191,2,2.0,2.0,0.0,5.0
37,140.0,19.0,9.0,0.111111,0.0,1.05555,0.551851,1.88889,1.98518,110.296,97.6667,130.222,103.0,-37.8889,59.7778,-21.8889,130.222,0.249895,-2.26433,5,3.0,4.0,5.0,1.0
38,137.0,182.0,9.0,0.0,0.0,1.83333,3.85556,3.61111,9.21852,34.9259,31.4444,42.8889,30.4444,-10.4444,23.8889,-13.4444,42.8889,0.285756,-2.00112,4,0.0,4.0,1.0,3.0
39,254.0,57.0,9.0,0.0,0.0,0.94444,0.77407,1.38889,1.04074,135.778,129.444,146.667,131.222,-19.0,32.6667,-13.6667,146.667,0.118733,-2.18742,5,3.0,5.0,5.0,0.0
40,85.0,56.0,9.0,0.0,0.0,1.33333,0.4,1.27778,1.84074,26.4444,23.3333,36.0,20.0,-9.33333,28.6667,-19.3333,36.0,0.442788,-1.86318,0,0.0,0.0,3.0,4.0
41,133.0,96.0,9.0,0.111111,0.0,1.0,1.02222,2.77778,3.36296,21.8889,22.1111,27.3333,16.2222,0.666667,16.3333,-17.0,27.3333,0.406451,-1.53069,0,6.0,0.0,5.0,1.0
42,27.0,50.0,9.0,0.0,0.0,1.05556,0.462963,1.0,0.488889,23.037,21.6667,30.0,17.4444,-4.11111,20.8889,-16.7778,30.0,0.418746,-1.74125,0,4.0,0.0,2.0,0.0
43,117.0,137.0,9.0,0.0,0.0,0.222222,0.0740741,0.666667,0.177778,3.11111,1.55556,6.33333,1.44444,-4.66667,9.66667,-5.0,6.33333,0.772487,-2.07507,6,6.0,0.0,5.0,6.0
44,35.0,167.0,9.0,0.0,0.0,1.61111,0.928959,1.5,1.13039,19.037,16.7778,15.6667,24.6667,-6.77778,-10.1111,16.8889,24.6667,0.365503,1.97157,3,3.0,3.0,3.0,1.0
45,127.0,120.0,9.0,0.0,0.0,0.5,0.477778,0.722222,0.596296,1.51852,0.111111,4.11111,0.333333,-4.22222,7.77778,-3.55556,4.11111,0.984127,-2.13309,2,2.0,2.0,2.0,3.0
46,117.0,246.0,9.0,0.0,0.0,2.27778,5.61852,2.66667,5.86667,15.4444,12.0,14.3333,20.0,-10.3333,-3.33333,13.6667,20.0,0.395955,2.39569,3,0.0,3.0,2.0,0.0
47,224.0,34.0,9.0,0.0,0.0,1.33333,0.966091,1.0,0.632455,123.222,111.444,140.0,118.222,-35.3333,50.3333,-15.0,140.0,0.20392,-2.34338,5,0.0,4.0,6.0,1.0
48,101.0,197.0,9.0,0.0,0.0,3.55556,7.54074,4.94444,6.41852,21.2593,17.4444,18.7778,27.5556,-11.4444,-7.44444,18.8889,27.5556,0.394886,2.24309,3,1.0,6.0,3.0,3.0
49,210.0,232.0,9.0,0.0,0.0,1.83333,1.20646,1.5,1.7224,8.81481,6.55556,7.22222,12.6667,-6.77778,-4.77778,11.5556,12.6667,0.491388,2.20132,3,2.0,3.0,6.0,1.0
50,118.0,125.0,9.0,0.0,0.0,0.333333,0.298142,0.888889,0.344265,1.14815,0.0,3.11111,0.333333,-3.44444,5.88889,-2.44444,3.11111,1.0,-2.17565,2,4.0,2.0,3.0,2.0
51,220.0,36.0,9.0,0.0,0.0,0.944443,0.800462,1.05556,0.854182,114.037,100.778,132.444,108.889,-39.7778,55.2222,-15.4444,132.444,0.239085,-2.36224,5,2.0,5.0,5.0,3.0
52,181.0,27.0,9.0,0.0,0.0,0.722221,0.462964,0.5,0.255555,138.074,132.556,146.556,135.111,-16.5556,25.4444,-8.88889,146.556,0.0962632,-2.26453,5,5.0,4.0,3.0,5.0
53,30.0,251.0,9.0,0.0,0.0,2.44444,1.88169,8.0,1.60554,20.6667,21.4444,17.7778,22.7778,2.33333,-8.66667,6.33333,22.7778,0.231417,1.28706,3,6.0,5.0,3.0,3.0
54,214.0,121.0,9.0,0.0,0.0,0.277778,0.062963,0.111111,0.0740741,1.14815,0.0,3.33333,0.111111,-3.44444,6.55556,-3.11111,3.33333,1.0,-2.13264,2,2.0,4.0,2.0,2.0
55,32.0,95.0,9.0,0.0,0.0,1.27778,1.04074,2.22222,3.0963,3.14815,0.777778,7.44444,1.22222,-7.11111,12.8889,-5.77778,7.44444,0.919597,-2.15196,2,5.0,2.0,6.0,2.0
56,146.0,124.0,9.0,0.0,0.0,0.5,0.166667,0.388889,0.107407,6.03704,7.44444,7.33333,3.33333,4.22222,3.88889,-8.11111,7.66667,0.563492,-1.02473,0,0.0,3.0,6.0,0.0
57,91.0,120.0,9.0,0.0,0.0,1.38889,0.928958,0.611111,0.772202,16.8519,11.2222,25.7778,13.5556,-16.8889,26.7778,-9.88889,25.7778,0.562158,-2.23082,2,4.0,2.0,2.0,6.0
58,170.0,62.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6.0,1.0,5.0,6.0
59,218.0,147.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5.0,2.0,6.0,6.0
60,76.0,134.0,9.0,0.111111,0.0,2.55555,1.44016,1.44444,0.544332,48.9259,41.8889,63.1111,41.7778,-21.1111,42.5556,-21.4444,63.1111,0.341111,-2.08691,1,5.0,3.0,2.0,1.0
61,25.0,138.0,9.0,0.111111,0.0,1.27778,1.14342,0.722222,0.490653,5.18518,2.0,9.33333,4.22222,-9.55556,12.4444,-2.88889,9.33333,0.790011,-2.40681,2,6.0,1.0,0.0,4.0
62,88.0,91.0,9.0,0.0,0.0,1.05556,0.827758,0.722221,0.772203,104.889,92.5556,123.444,98.6667,-37.0,55.6667,-18.6667,123.444,0.250204,-2.30049,5,5.0,3.0,3.0,2.0
63,249.0,154.0,9.0,0.0,0.111111,4.22222,18.163,1.72222,3.17407,4.2963,2.55556,7.66667,2.66667,-5.22222,10.1111,-4.88889,7.66667,0.815344,-2.09581,6,6.0,6.0,6.0,6.0
64,94.0,136.0,9.0,0.0,0.0,0.222222,0.0296296,0.222222,0.0296296,2.55556,1.0,5.77778,0.888889,-4.66667,9.66667,-5.0,5.77778,0.84709,-2.07124,6,6.0,5.0,6.0,5.0
65,215.0,235.0,9.0,0.0,0.0,1.38889,1.06284,1.05556,0.490653,9.18519,6.77778,8.0,12.7778,-7.22222,-3.55556,10.7778,12.7778,0.482192,2.31076,3,1.0,3.0,2.0,1.0
66,103.0,216.0,9.0,0.0,0.0,0.888889,0.651852,2.16667,1.14444,14.5556,10.8889,13.6667,19.1111,-11.0,-2.66667,13.6667,19.1111,0.431696,2.44755,3,0.0,3.0,3.0,3.0
67,31.0,88.0,9.0,0.111111,0.0,0.888889,0.607407,2.16667,1.98889,5.25926,1.55556,10.1111,4.11111,-11.1111,14.5556,-3.44444,10.1111,0.851379,-2.39666,2,3.0,2.0,4.0,1.0
68,37.0,120.0,9.0,0.0,0.0,0.833333,0.344444,1.05556,0.462963,1.92593,0.222222,4.44444,1.11111,-5.11111,7.55556,-2.44444,4.44444,0.962963,-2.29808,2,2.0,2.0,6.0,3.0
69,73.0,103.0,9.0,0.0,0.0,1.27778,0.32963,1.11111,1.54074,18.3333,19.2222,22.5556,13.2222,2.66667,12.6667,-15.3333,22.5556,0.410306,-1.39741,0,0.0,6.0,6.0,0.0
70,30.0,91.0,9.0,0.0,0.0,3.38889,6.46296,3.27778,9.04074,6.25926,2.44444,12.1111,4.22222,-11.4444,17.5556,-6.11111,12.1111,0.823021,-2.28274,2,2.0,0.0,4.0,2.0
71,33.0,132.0,9.0,0.111111,0.0,1.05556,0.998147,1.72222,0.998146,1.96296,0.666667,4.22222,1.0,-3.88889,6.77778,-2.88889,4.22222,0.676888,-2.15243,2,2.0,0.0,1.0,2.0
72,238.0,61.0,9.0,0.0,0.0,0.666667,0.471405,0.722222,0.490653,8.77778,5.88889,14.3333,6.11111,-8.66667,16.6667,-8.0,14.3333,0.588823,-2.12184,6,6.0,3.0,2.0,6.0
73,2.0,88.0,9.0,0.0,0.0,3.61111,7.21852,2.5,5.85556,7.77778,3.55556,13.3333,6.44444,-12.6667,16.6667,-4.0,13.3333,0.754703,-2.39449,2,2.0,1.0,2.0,2.0
74,238.0,59.0,9.0,0.0,0.0,0.833335,0.459466,1.05556,0.680412,121.704,109.222,139.0,116.889,-37.4444,51.8889,-14.4444,139.0,0.214204,-2.36422,5,4.0,0.0,6.0,4.0
75,23.0,237.0,9.0,0.0,0.0,1.66667,2.44444,1.77778,2.07408,5.85185,4.22222,4.55556,8.77778,-4.88889,-3.88889,8.77778,8.77778,0.541266,2.18053,3,0.0,4.0,3.0,4.0
76,26.0,67.0,9.0,0.111111,0.0,1.0,0.88889,2.44444,3.18518,20.0,19.5556,25.8889,14.5556,-1.33333,17.6667,-16.3333,25.8889,0.436939,-1.6232,0,6.0,0.0,6.0,2.0
77,58.0,109.0,9.0,0.0,0.0,0.888889,0.251852,2.83333,1.67778,4.2963,1.44444,8.44444,3.0,-8.55556,12.4444,-3.88889,8.44444,0.864482,-2.28379,2,2.0,2.0,2.0,2.0
78,35.0,76.0,9.0,0.0,0.111111,7.77778,192.207,7.83333,201.722,13.5185,8.44444,19.4444,12.6667,-15.2222,17.7778,-2.55556,19.4444,0.637421,-2.52332,2,2.0,2.0,2.0,5.0
79,215.0,190.0,9.0,0.111111,0.0,1.38889,1.04172,2.61111,1.8429,19.8889,16.0,17.1111,26.5556,-11.6667,-8.33333,20.0,26.5556,0.403522,2.20441,3,4.0,3.0,6.0,2.0
80,28.0,188.0,9.0,0.0,0.0,1.44444,1.4963,5.11111,19.0074,29.963,26.8889,36.4444,26.5556,-9.22222,19.4444,-10.2222,36.4444,0.275863,-2.08357,4,3.0,5.0,4.0,4.0
81,238.0,55.0,9.0,0.0,0.0,0.722224,0.490652,1.0,0.557774,113.667,101.0,132.222,107.778,-38.0,55.6667,-17.6667,132.222,0.235894,-2.3197,5,4.0,6.0,3.0,5.0
82,77.0,177.0,9.0,0.0,0.0,1.33333,1.33333,2.16667,1.97484,48.4074,44.2222,59.3333,41.6667,-12.5556,32.7778,-20.2222,59.3333,0.297431,-1.94042,4,4.0,2.0,4.0,2.0
83,19.0,28.0,9.0,0.0,0.0,1.16667,1.27802,1.11111,1.18634,111.519,96.1111,131.222,107.222,-46.2222,59.1111,-12.8889,131.222,0.267544,-2.42599,5,1.0,5.0,5.0,5.0
84,205.0,190.0,9.0,0.0,0.0,1.27778,0.998145,1.61111,1.12382,49.4815,44.7778,60.6667,43.0,-14.1111,33.5556,-19.4444,60.6667,0.290788,-1.9876,4,4.0,4.0,2.0,5.0
85,64.0,74.0,9.0,0.0,0.0,1.33333,0.577777,1.38889,0.907407,21.1481,21.0,26.8889,15.5556,-0.444444,17.2222,-16.7778,26.8889,0.419204,-1.55423,0,0.0,0.0,0.0,0.0
86,249.0,87.0,9.0,0.0,0.0,14.3889,327.263,13.3889,62.0185,31.7037,28.2222,39.4444,27.4444,-10.4444,23.2222,-12.7778,39.4444,0.312482,-2.01338,1,1.0,0.0,2.0,4.0
87,212.0,81.0,9.0,0.0,0.0,0.72222,0.107409,0.833332,0.0777789,92.1852,77.2222,118.444,80.8889,-44.8889,78.7778,-33.8889,118.444,0.347902,-2.1874,5,5.0,6.0,6.0,1.0
88,64.0,49.0,9.0,0.0,0.0,0.944447,0.240742,0.722225,0.41852,108.889,97.1111,128.889,100.667,-35.3333,60.0,-24.6667,128.889,0.246491,-2.21166,5,2.0,0.0,6.0,5.0
89,158.0,151.0,9.0,0.0,0.0,0.388889,0.389682,4.44444,4.04237,19.0,15.2222,18.3333,23.4444,-11.3333,-2.0,13.3333,23.4444,0.352606,2.50525,3,2.0,3.0,3.0,4.0
90,149.0,64.0,9.0,0.0,0.0,1.5,1.14444,1.38889,0.462963,24.0741,22.6667,31.8889,17.6667,-4.22222,23.4444,-19.2222,31.8889,0.446354,-1.72489,0,3.0,0.0,0.0,0.0
91,121.0,113.0,9.0,0.0,0.0,1.72222,1.52963,2.94444,1.52963,20.2593,20.0,25.4444,15.3333,-0.777778,15.5556,-14.7778,25.4444,0.396589,-1.58561,0,4.0,5.0,2.0,6.0
92,79.0,48.0,9.0,0.0,0.0,1.05555,0.9963,0.999999,0.355556,107.889,94.7778,129.111,99.7778,-39.3333,63.6667,-24.3333,129.111,0.265899,-2.24704,5,3.0,5.0,4.0,2.0
93,14.0,146.0,9.0,0.111111,0.0,0.888889,0.474074,1.11111,0.740741,10.5926,8.0,15.6667,8.11111,-7.77778,15.2222,-7.44444,15.6667,0.487864,-2.10891,1,6.0,6.0,3.0,1.0
94,39.0,124.0,9.0,0.0,0.111111,5.33333,4.77494,6.5,4.54484,7.59259,4.11111,12.8889,5.77778,-10.4444,15.8889,-5.44444,12.8889,0.772152,-2.26575,2,2.0,2.0,3.0,2.0
95,250.0,160.0,9.0,0.0,0.0,2.11111,1.18519,1.55556,2.74074,42.8148,36.4444,55.3333,36.6667,-19.1111,37.5556,-18.4444,55.3333,0.347142,-2.10232,4,3.0,4.0,5.0,2.0
96,51.0,111.0,9.0,0.0,0.0,16.2222,16.4434,0.444445,0.344265,34.1111,30.3333,42.2222,29.7778,-11.3333,24.3333,-13.0,42.2222,0.290355,-2.00574,1,1.0,5.0,2.0,5.0
97,9.0,80.0,9.0,0.0,0.0,2.94444,13.7519,16.6667,71.5111,23.6296,17.3333,31.6667,21.8889,-18.8889,24.1111,-5.22222,31.6667,0.514254,-2.43151,2,6.0,2.0,4.0,2.0
98,227.0,195.0,9.0,0.111111,0.0,2.5,2.23855,3.5,2.88868,47.7407,42.7778,58.5556,41.8889,-14.8889,32.4444,-17.5556,58.5556,0.284495,-2.03896,4,1.0,4.0,3.0,2.0
99,79.0,62.0,9.0,0.0,0.0,0.555556,0.385184,0.888887,0.607405,110.185,100.667,127.111,102.778,-28.5556,50.7778,-22.2222,127.111,0.208013,-2.17815,5,6.0,4.0,1.0,1.0
100,117.0,224.0,9.0,0.0,0.0,3.05556,2.55966,3.05556,3.02153,20.2593,15.4444,17.7778,27.5556,-14.4444,-7.44444,21.8889,27.5556,0.441516,2.30415,3,3.0,3.0,2.0,3.0
101,117.0,44.0,9.0,0.0,0.0,1.27778,0.240742,1.33333,0.31111,106.0,93.0,126.778,98.2222,-39.0,62.3333,-23.3333,126.778,0.266391,-2.25558,5,3.0,5.0,5.0,0.0
102,149.0,163.0,9.0,0.0,0.0,2.61111,12.1518,14.0,48.8889,41.6667,35.4444,51.3333,38.2222,-18.6667,29.0,-10.3333,51.3333,0.297547,-2.38444,4,4.0,3.0,5.0,2.0
103,167.0,57.0,9.0,0.0,0.0,0.944447,0.374073,0.77778,0.696297,98.5926,84.0,121.556,90.2222,-43.7778,68.8889,-25.1111,121.556,0.308813,-2.2644,5,5.0,2.0,2.0,0.0
104,26.0,137.0,9.0,0.0,0.0,0.0555556,0.0185185,0.111111,0.0296296,0.259259,0.0,0.777778,0.0,-0.777778,1.55556,-0.777778,0.777778,0.777778,-2.0944,2,2.0,2.0,0.0,5.0
105,170.0,121.0,9.0,0.0,0.0,2.16667,1.83485,2.72222,1.92546,32.3704,28.6667,40.5556,27.8889,-11.1111,24.5556,-13.4444,40.5556,0.313427,-2.02427,1,1.0,0.0,0.0,1.0
106,247.0,174.0,9.0,0.111111,0.0,3.11111,2.68052,3.16667,1.5456,56.1852,49.4444,70.8889,48.2222,-20.2222,44.1111,-23.8889,70.8889,0.323021,-2.03735,4,4.0,3.0,1.0,1.0
107,165.0,119.0,9.0,0.0,0.0,1.05556,1.57408,1.44444,0.829629,29.4815,23.2222,40.3333,24.8889,-18.7778,32.5556,-13.7778,40.3333,0.425713,-2.18778,6,5.0,4.0,6.0,6.0
108,159.0,111.0,9.0,0.0,0.0,0.444445,0.074074,0.611111,0.151852,5.92593,7.66667,6.88889,3.22222,5.22222,2.88889,-8.11111,7.66667,0.581349,-0.872666,0,0.0,0.0,6.0,6.0
109,35.0,107.0,9.0,0.0,0.0,10.2222,14.9676,9.83333,17.5471,9.51852,7.33333,12.2222,9.0,-6.55556,8.11111,-1.55556,12.2222,0.674956,-2.49296,2,2.0,4.0,3.0,6.0
110,81.0,79.0,9.0,0.0,0.0,0.444445,0.074074,0.888889,0.651853,45.8148,42.8889,53.8889,40.6667,-8.77778,24.2222,-15.4444,53.8889,0.245206,-1.91889,1,1.0,5.0,5.0,1.0
111,149.0,185.0,9.0,0.0,0.0,1.55556,1.06805,3.05556,1.92546,49.3333,45.3333,59.5556,43.1111,-12.0,30.6667,-18.6667,59.5556,0.275889,-1.95277,4,1.0,6.0,0.0,4.0
112,239.0,143.0,9.0,0.0,0.0,0.333333,0.0444445,0.666667,0.133333,4.51852,6.11111,5.44444,2.0,4.77778,2.77778,-7.55556,6.11111,0.674074,-0.87829,0,0.0,0.0,6.0,3.0
113,97.0,126.0,9.0,0.0,0.0,1.05556,0.374074,1.0,0.844445,6.48148,7.66667,8.0,3.77778,3.55556,4.55556,-8.11111,8.33333,0.551587,-1.11813,0,0.0,0.0,1.0,6.0
114,209.0,11.0,9.0,0.0,0.0,0.833333,0.255559,2.16667,3.85555,141.556,135.111,150.111,139.444,-19.3333,25.6667,-6.33333,150.111,0.0998358,-2.40159,5,6.0,5.0,5.0,4.0
115,2.0,63.0,9.0,0.0,0.0,1.22222,0.562963,1.5,0.700001,18.0741,17.2222,23.6667,13.3333,-2.55556,16.7778,-14.2222,23.6667,0.435021,-1.68385,0,0.0,5.0,0.0,2.0
116,26.0,120.0,9.0,0.0,0.0,0.777778,1.27407,0.833333,1.05556,1.33333,0.111111,3.33333,0.555556,-3.66667,6.0,-2.33333,3.33333,0.984127,-2.17877,2,2.0,2.0,3.0,2.0
117,91.0,115.0,9.0,0.111111,0.0,1.72222,1.44074,3.88889,2.82963,19.9259,20.5556,24.1111,15.1111,1.88889,12.5556,-14.4444,24.1111,0.375321,-1.44096,0,0.0,3.0,2.0,6.0
118,103.0,216.0,9.0,0.0,0.0,1.5,0.566667,0.833333,1.18889,7.07407,5.11111,5.0,11.1111,-5.88889,-6.22222,12.1111,11.1111,0.593124,2.0793,3,5.0,3.0,1.0,3.0
119,243.0,166.0,9.0,0.0,0.0,0.611111,0.329629,0.722222,0.32963,13.3704,11.2222,12.1111,16.7778,-6.44444,-3.77778,10.2222,16.7778,0.330513,2.26428,3,4.0,1.0,3.0,3.0
120,183.0,91.0,9.0,0.0,0.0,2.66667,0.894427,0.5,0.547722,14.4444,11.0,21.0,11.3333,-10.3333,19.6667,-9.33333,21.0,0.476783,-2.12846,6,3.0,0.0,6.0,6.0
121,54.0,133.0,9.0,0.0,0.0,4.38889,1.70511,1.27778,1.21868,21.4444,19.8889,25.7778,18.6667,-4.66667,13.0,-8.33333,25.7778,0.270271,-1.90381,1,2.0,2.0,3.0,3.0
122,151.0,114.0,9.0,0.0,0.0,0.611111,0.196296,1.0,0.533333,6.22222,7.55556,7.44444,3.66667,4.0,3.66667,-7.66667,7.88889,0.537919,-1.0108,0,5.0,0.0,3.0,4.0
123,78.0,72.0,9.0,0.0,0.0,1.11111,1.00741,1.05556,0.729631,125.556,115.333,140.556,120.778,-30.6667,45.0,-14.3333,140.556,0.17933,-2.32084,5,5.0,3.0,5.0,3.0
